Nazwa|Cena|Miasto|Dzielnica|Inwestycja|Pow. całkowita|Rynek|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Piętro|Liczba pięter|Liczba poziomów mieszkania|Liczba sypialni|Balkon|Taras|Rodzaj umowy|Typ budynku|Materiał budowlany|Ogrzewanie|Pow. użytkowa|Stan nieruchomości|Wysokość wnętrza|Typ kuchni|Liczba łazienek|łazienka razem z WC|Pow. loggii|Forma własności|Stan budynku|Pow. łazienki|Pow. balkonu|Dostępne od|Cena do negocjacji|Pow. tarasu|Pow. ogródka|Stolarka okienna|Typ domu|Dodatkowe koszty|Lokalizacja garażu|Kominek|Typ nieruchomości
Mieszkanie blisko centrum 3pokoje 65m2 Gdynia|717 201 zł|Gdynia, |Chylonia, ||65,75 m²|Pierwotny||20.03.2024|20.03.2024|morizon-DJ326258|50|0|1/17|17|1||Tak|||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Seaport live in Gdynia Twoje nowe mieszkanie|957 000 zł|Gdynia, |Grabówek, ||63,37 m²|Pierwotny|2023|10.08.2023|20.02.2024|morizon-EC682395414|311|0|2/4|4|1|2|Tak||Na wyłączność|Apartamentowiec||Co Miejskie|||||||||||||||||||||
Seaport live in Gdynia Twoje nowe mieszkanie|962 000 zł|Gdynia, |Grabówek, ||62,07 m²|Pierwotny|2023|24.06.2023|09.03.2024|morizon-EC446224524|306|0||4|1|2|||Na wyłączność|Apartamentowiec||Co Miejskie|||||||||||||||||||||
Opis nieruchomości|990 000 zł|Gdynia, |Śródmieście, ||55,74 m²|Wtórny|2023|03.11.2023|27.01.2024|morizon-DH326207|263|0|1/17|17||1||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Mieszkanie - Gdynia Wzgórze Św. Maksymiliana|1 250 000 zł|Gdynia, |Wzgórze Św. Maksymiliana, ||56 m²|Wtórny|2008|29.08.2023|10.10.2023|morizon-OR016087|489|0|2/2|2|||Tak|Nie||||Kotłownia lokalna||||Półotwarta|1|||Własność|Bardzo dobry||||||||||||
Seaport live in Gdynia Twoje nowe mieszkanie|1 534 000 zł|Gdynia, |Grabówek, ||102 m²|Pierwotny|2023|30.11.2023|04.03.2024|morizon-EC732664111|373|0|2/4|4|1|4|Tak||Na wyłączność|Apartamentowiec||Co Miejskie|101,83 m²||||||||||||||||||||
Prestiżowy Apartament na Kamiennej Górze|2 200 000 zł|Gdynia, |Kamienna Góra, ||88,40 m²|Wtórny|1998|30.11.2023|07.03.2024|morizon-EC388920|279|0|1/2|2|1|2|||Na wyłączność|Apartamentowiec|||||||||||||||||||||||
Słoneczny pokój z kuchnią - osiedle Działki Leśne|397 000 zł|Gdynia, |Działki Leśne, ||30,47 m²|Wtórny||05.04.2024|05.04.2024|morizon-1538583220|72|0|1/4|4||||||||||||||||||||Od zaraz|||||||||
Kawalerka przy Śląskiej w Gdyni|419 000 zł|Gdynia, |Działki Leśne, ||25,35 m²|Wtórny|1990|27.11.2023|12.04.2024|morizon-DH959479|392|0|3/5|5||||||Blok Mieszkalny|||||||||||||||||||||||
Mieszkanie po remoncie w dobrej lokalizacji|549 000 zł|Gdynia, |Leszczynki, ||53,93 m²|Wtórny||12.01.2022|02.12.2023|morizon-491590|2 928|0|5/10|10||2|Tak||Na wyłączność|Wieżowiec|Wielka płyta|Co Miejskie|52,63 m²||||||||||||||||||||
3 pokoje z ogródkiem Chwarzno-Wiczlino|589 000 zł|Gdynia, |Chwarzno-Wiczlino, ||49,15 m²|Wtórny|2005|05.01.2024|05.04.2024|morizon-PH577673|364|0||2||||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Redłowo,3pokoje, narożne mieszkanie|719 000 zł|Gdynia, |Redłowo, ||50,70 m²|Wtórny|1970|08.12.2023|05.03.2024|morizon-10720231|443|0|6/9|9|1||Tak|Nie|Na wyłączność|Blok mieszkalny|Cegła|Co miejskie||Bardzo dobry||Połączona z salonem|1|Tak||Własność|Dobry|3 m²|7 m²|||||Nowe plastikowe|||||
Apartament 4 Pokoje, Morska Park|799 200 zł|Gdynia, |Chylonia, ||74 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-970917|291|0|1/17|17||3||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Opis nieruchomości|518 569 zł|Gdynia, |Cisowa, |ZBOŻOWA|40,72 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.41|460|36|||||||||||||||||||||||||||||||
Atrakcyjne mieszkanie blisko centrum Gdyni|824 000 zł|Gdynia, |Działki Leśne||39,24 m²|Wtórny|2022|10.02.2023|08.05.2023|morizon-EC412320|531|0||2|1|1||Tak||Kamienica||Co Własne||||||||||||30.01.2023|||||||||
Apartament w centrum Gdyni, blisko plaży|910 000 zł|Gdynia, |Śródmieście, ||43,93 m²|Wtórny|2023|02.11.2023|26.01.2024|morizon-DH945738|194|0|8/17|17||1|Tak|||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Apartament w centrum Gdyni, blisko plaży|1 040 000 zł|Gdynia, |Śródmieście, ||54,96 m²|Wtórny|2023|31.10.2023|24.01.2024|morizon-DH309239|192|0|7/17|17||1|Tak|||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Na sprzedaż apartament w centrum Gdyni parking|1 188 096 zł|Gdynia, |Śródmieście, ||87,04 m²|Pierwotny||30.06.2023|09.04.2024|morizon-EC803799437|451|0|2/6|6||4|||Na wyłączność|||||||||||||||30.06.2023|||||||||
Mieszkanie 4 pok/ inwestycyjnie/ Gdynia Orłowo/|1 221 000 zł|Gdynia, |Orłowo, ||74 m²|Pierwotny|2022|16.08.2023|27.02.2024|morizon-DH501308|558|0|1/3|3||3|Tak|||Apartamentowiec|Silikat|Co Miejskie|||||||||||||||||||||
Zamieszkaj lub zainwestuj - 6 min. od morza|1 496 404 zł|Gdynia, |Śródmieście, ||82,22 m²|Pierwotny|2023|12.01.2024|12.01.2024|morizon-EC617143|145|0|4/18|18||3||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
APARTAMENT W SERCU GDYNI Z PIĘKNYM WIDOKIEM|2 350 000 zł|Gdynia, |Wzgórze Św. Maksymiliana, ||91,73 m²|Wtórny||16.12.2022|08.03.2024|morizon-835236|2 067|0|3/4|4|||||||||||||||||||||||||||||
Apartament w pasie nadmorskiem|2 700 000 zł|Gdynia, |Orłowo, ||118 m²|Wtórny|2022|03.08.2023|12.01.2024|morizon-EC281403|1 169|0||2||2|||Na wyłączność|Apartamentowiec||Co Miejskie|114 m²|||||||||||03.08.2023|||||||||
Nowe mieszkanie 3 pokoje balkon komórka|589 000 zł|Gdynia, |Pogórze||67 m²|Pierwotny|2023|11.01.2024|03.04.2024|morizon-147|298|0|1/2|2|||Tak|||Apartamentowiec|Cegła|Gazowe||Bardzo dobry||Aneks|1|Tak||Własność|Bardzo dobry|6 m²||10.01.2024|Tak||||||||
Gdynia - mieszkanie dwupoziomowe z garażem w dobre|696 000 zł|Gdynia, |Wielki Kack, ||82,09 m²|Wtórny|1995|15.02.2024|29.02.2024|morizon-MA05078|296|0|4/4|4|2||Tak|Nie|Na wyłączność|Blok|Cegła|C.o. miejskie||Do odświeżenia|300 cm|Półotwarta|2|Tak||Własność|Dobry||8 m²|30.04.2024|||||||||
"Wyjątkowy apartament blisko lasu | Wysoki standard"|849 000 zł|Gdynia, |Wiczlino, ||59 m²|Wtórny|2016|23.11.2023|22.02.2024|morizon-TC542210|268|0|1/3|3||1|Tak||Na wyłączność|Apartamentowiec|Silikat|Co Miejskie||||||||||||08.11.2023|||||||||
Mieszkanie - Gdynia Śródmieście|897 625 zł|Gdyński, |Gdynia, ||71,81 m²|Wtórny|1932|17.10.2023|27.12.2023|morizon-IB07292|526|0|2/5|5|||Nie|Nie|Na wyłączność|||C.o. miejskie||||Osobna|1|||Własność|Częściowo po remoncie||||||||||||
Opis nieruchomości|950 000 zł|Gdynia, |Pogórze, ||78,27 m²|Wtórny|2019|05.10.2023|20.01.2024|morizon-NLO-MS-99|709|0||1|1||Nie|Tak||Kamienica|Cegła|Miejskie||||Aneks|1|Tak||Własność|Bardzo dobry||||Tak||||||||
Opis nieruchomości|1 099 000 zł|Gdynia, |Wiczlino, ||95 m²|Wtórny|2021|29.09.2023|17.11.2023|morizon-717243|615|0|3/3|3|||Nie|||Apartamentowiec|||||||||||||||||||||||
Dwupoziomowe mieszkanie z widokiem na morze|1 100 000 zł|Gdynia, |Oksywie, ||77,65 m²|Wtórny|2022|28.04.2023|07.06.2023|morizon-GB05582|721|0|3/3|3|2||Tak|Nie||||C.o. miejskie||||Brak|2|||Własność|Bardzo dobry||||||||||||
3 mieszkania Gdynia Mały Kack|2 095 000 zł|Gdynia, |Mały Kack, ||260 m²|Wtórny|1986|16.06.2022|03.01.2024|morizon-OR015248|1 593|0|2/2|2|2||Nie|Tak|||Gazobeton|Gazowe||||Półotwarta|3|Nie||Własność|Do zamieszkania||6 m²||||||||||
Gdynia Kam. Góra-2 mieszkania z widokiem na morze|3 500 000 zł|Gdynia, |Kamienna Góra, ||182,40 m²|Wtórny|1940|01.07.2023|08.11.2023|morizon-OR016019|523|0|2/2|2|2||Tak|Nie|Na wyłączność|||Gazowe||||Osobna|2|Nie||Własność|Częściowo po remoncie||4 m²||||||||||
Sea Towers, hala, widok na Zatokę, prestiżowe|5 473 650 zł|Gdynia M., |Gdynia, ||120,30 m²|Wtórny||30.06.2023|30.06.2023|morizon-DFI-MS-1340|1 573|0||||2||||Wieżowiec|Beton|||||Aneks kuchenny|2|Tak||||||||||DREWNIANE NOWY TYP||1400|||
Przestronne 2 pokoje w kameralnej inwestycji|518 321 zł|Gdynia, |Dąbrowa||42,15 m²|Pierwotny|2025|14.11.2023|21.02.2024|morizon-OF915416733|194|0|4/5|5||1|Tak|||Blok Mieszkalny|Silikat|Co Miejskie||||||||||||30.05.2025|||||||||
Nowe mieszkanie 3 pokoje balkon komórka|589 000 zł|Gdynia, |Obłuże||67 m²|Pierwotny|2023|02.02.2024|03.04.2024|morizon-147-2|219|0|2/2|2|1||Tak|||Apartamentowiec|Cegła|Gazowe||Bardzo dobry||Inna|1|Tak||Własność|Bardzo dobry|6 m²||10.01.2024|Tak||||||||
Piękne mieszkanie z dużym balkonem Gdynia Fikakowo|668 000 zł|Gdynia, |Wielki Kack, ||53,30 m²|Wtórny|2012|23.06.2023|03.01.2024|morizon-OR016001|647|0|2/2|2|||Tak|Nie||||C.o. miejskie||||Półotwarta|1|||Własność|Bardzo dobry||10 m²||||||||||
zadbane mieszkanie 3 pokojowe w Gdyni Chwarznie (bez prowizji)|945 000 zł|Gdynia, |Chwarzno-Wiczlino, ||68 m²|Wtórny||24.03.2024|24.03.2024|morizon-1538535741|99|0|1/3|3||||||||||||||||||||Od zaraz|||||||||
Gotowiec inwestycyjny - centrum Gdyni|970 000 zł|Gdynia, |Działki Leśne, ||48,72 m²|Wtórny|1970|20.10.2022|11.04.2024|morizon-ON689469|1 301|0||8|1|||||||||||||||||||01.12.2022|||||||||
"Bez prowizji | 2 poziomowe | 4 pokoje"|985 000 zł|Gdynia, |Cisowa, ||96 m²|Wtórny||23.10.2023|22.03.2024|morizon-755666|208|0|3/4|4|||||||||||||||||||||||||||||
"CENTRUM GDYNI | nowe 3 pokoje"|1 001 100 zł|Gdynia, |Śródmieście, ||55,89 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX787891|106|0|1/4|4|||Tak||||||||||||||||||||||||||
"CENTRUM GDYNI | idealne pod wynajem"|1 009 100 zł|Gdynia, |Śródmieście, ||61,74 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX164169|91|0|1/4|4|||Tak||||||||||||||||||||||||||
Nowe 3 pokoje w centrum Gdyni|1 021 400 zł|Gdynia, |Śródmieście, ||55,71 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX233178|104|0|2/4|4|||Tak||||||||||||||||||||||||||
Nowe 3 pokoje na modernistycznej inwestycji|1 029 100 zł|Gdynia, |Śródmieście, ||60,10 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX110652|92|0|2/4|4|||Tak||||||||||||||||||||||||||
"CENTRUM GDYNI | nowe 3 pokoje"|1 032 500 zł|Gdynia, |Śródmieście, ||55,89 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX699275|82|0|4/4|4|||Tak||||||||||||||||||||||||||
Funkcjonalne 3 pokoje w centrum Gdyni|1 078 900 zł|Gdynia, |Śródmieście, ||64,97 m²|Wtórny|2024|27.01.2024|10.04.2024|morizon-HEX132505|85|0|1/4|4|||Tak||||||||||||||||||||||||||
Komfortowe 4 pokojowe Mieszkanie 1km do Plazy|1 260 000 zł|Gdynia, |Śródmieście, ||91,22 m²|Wtórny|1932|17.11.2023|05.03.2024|morizon-883138|349|0||4||3|Tak||Na wyłączność||||||||||||||||||||||||
Piękny apartament w centrum Gdyni|1 911 000 zł|Gdynia, |Śródmieście, ||90,25 m²|Pierwotny|2023|27.02.2024|01.03.2024|morizon-HEX948340|68|0|1/6|6|||||||||||||||||||||||||||||
Apartament wtulony w las, 4 miejsca parkingowe|2 550 000 zł|Gdynia, |Orłowo, ||93,50 m²|Wtórny|2016|22.04.2023|04.03.2024|morizon-EC142775|782|0||3|1|2||Tak||||||||||||||||22.04.2023|||||||||
mieszkanie 2 pokojowe w Gdyni Leszczynkach|399 000 zł|Gdynia, |Leszczynki, ||45 m²|Wtórny|1960|11.04.2024|11.04.2024|morizon-1538625402|25|0||4|1|||||Dom wielorodzinny||Miejskie||Do odświeżenia||Osobna||Tak||Własność||||Od zaraz|||||||||
Posiadamy na sprzedaż lokal mieszkalny w stanie de|950 000 zł|Gdynia, |Redłowo, ||58,28 m²|Wtórny|2024|15.03.2024|15.03.2024|morizon-JJ02547|68|0|2/16|16|||Nie|Nie|Na wyłączność|||C.o. miejskie||||Brak||||Własność|Deweloperski||||||||||||
Opis nieruchomości|467 450 zł|Gdynia, |Cisowa, |ZBOŻOWA|40,19 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.13|293|0|||||||||||||||||||||||||||||||
Ekskluzywny apartament na Małym Kacku|1 100 000 zł|Gdynia, |Mały Kack, ||77,88 m²|Wtórny|2009|10.03.2022|31.08.2023|morizon-PH534271|1 412|0||3||2||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Klimatyczne Mieszkanie / biuro 128m2 w centrum|1 927 000 zł|Gdynia, |Śródmieście, ||128,55 m²|Wtórny|1930|26.07.2023|02.10.2023|morizon-WH648502|385|0|3/4|4|1|3|||Na wyłączność|Kamienica|Cegła|Co Miejskie||||||||||||27.07.2023|||||||||
Syndyk sprzeda udziały w nieruchomości 3/32|39 641 zł|Gdynia, |Pogórze, ||60,01 m²|Wtórny||03.04.2024|03.04.2024|morizon-gratka-34143763|54|0||||||||||||||||Tak|||||||||||||||
3 pokoje, balkon z pięknym widokiem, Gdynia Obłuże|529 000 zł|Gdynia, |Obłuże, ||59,50 m²|Wtórny|1970|31.08.2023|23.10.2023|morizon-PH343420|467|0|3/10|10|||Tak|||Blok Mieszkalny|Wielka płyta|Co Miejskie|||||||||||||||||||||
Mieszkanie inwestycyjne z opcją lokalu usługowego|579 000 zł|Gdynia, |Śródmieście, ||35,54 m²|Wtórny|1960|12.10.2023|17.01.2024|morizon-TC752662|233|0||3|1|1||||Blok Mieszkalny|Cegła|Co Miejskie|||||||||||||||||||||
Opis nieruchomości|625 000 zł|Gdynia, |Dąbrowa, ||66,55 m²|Wtórny|1991|12.01.2024|12.01.2024|morizon-HEX393020|200|0||3|||Tak|||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Trzypokojowe mieszkanie na Osiedlu Beauforta|630 000 zł|Gdynia, |Pogórze, ||65,82 m²|Pierwotny|2021|14.08.2023|21.10.2023|morizon-367602|1 419|0|1/2|2|1|2|Tak||||||62,94 m²|||||||||||13.08.2023|||||||||
60m2 z piwnicą na Obłużu|650 000 zł|Gdynia, |Obłuże, ||60 m²|Wtórny|1976|09.06.2023|06.08.2023|morizon-PH279407|303|0|1/10|10|||Tak|||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Komfortowe i nowoczesne mieszkanie z ogrodem|684 776 zł|Gdynia, |Grabówek||66,13 m²|Pierwotny|2023|14.09.2023|28.03.2024|morizon-116872/3877/OMS|442|0||3||||||BLOK||||DO WYKOŃCZENIA|||||||||||||||||||
Opis nieruchomości|699 000 zł|Gdynia, |Wielki Kack, ||53,30 m²|Wtórny|2004|21.06.2023|30.11.2023|morizon-PH690073|187|0|2/2|2||||||||Co Miejskie|||||||||||||||||||||
Gdynia Redłowo! Apartament 2 pokojowy w Alvarium|823 552 zł|Gdynia, |Redłowo, ||48,45 m²|Wtórny|2022|09.10.2023|11.01.2024|morizon-DH497287|360|0|4/8|8|||Tak||Na wyłączność|Apartamentowiec|Silikat|Co Miejskie|||||||||||||||||||||
GOTOWE DO ODBIORU - blisko lasu|847 704 zł|Gdynia, |Pustki Cisowskie-Demptowo||81,51 m²|Pierwotny|2023|17.05.2023|14.12.2023|morizon-PN230715|392|0||2|1|3|Tak||Na wyłączność|Blok Mieszkalny|Silikat|Co Miejskie|78,43 m²|||||||||||14.12.2023|||||||||
4-pokojowe mieszkanie w nowej inwestycji|876 009 zł|Gdynia, |Pustki Cisowskie-Demptowo||82,58 m²|Pierwotny|2023|09.04.2023|13.06.2023|morizon-PN172846|577|0|1/2|2|1|3|Tak||Na wyłączność|Blok Mieszkalny|Silikat|Co Miejskie|79,63 m²||||||||||||||||||||
Mieszkanie w doskonałej lokalizacji|890 000 zł|Gdynia, |Wielki Kack, ||70,50 m²|Wtórny|2006|20.08.2023|06.12.2023|morizon-223/5569/OMS|500|0||3|||||Na wyłączność|APARTAMENTOWIEC|PUSTAK|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|265 cm|ANEKS KUCHENNY|1|||WŁASNOŚĆ|||||||||||||
Wysoki standard-widok na morze-świetna lokalizacja|1 111 500 zł|Gdynia, |Redłowo, ||58,50 m²|Wtórny|2021|15.11.2023|12.02.2024|morizon-CP961945|214|0|4/8|8||1|Tak|||Apartamentowiec||Co Miejskie|||||||||||||||||||||
75m2 14 piętro z Widokiem na Zatokę Gdynia Redłowo|1 637 496 zł|Gdynia, |Redłowo, ||75,81 m²|Pierwotny||28.02.2024|28.02.2024|morizon-DJ498636|73|0|14/16|16|1|||||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Inwestycja Morska Park, 2 Pokoje|547 975 zł|Gdynia, |Chylonia, ||46,98 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-940319|380|0|2/17|17||1||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Mieszkanie - Gdynia Dąbrowa|570 000 zł|Gdynia, |Dąbrowa, ||56,70 m²|Wtórny|1997|14.02.2024|13.02.2024|morizon-FI020098|297|0|2/4|4|||Tak|Nie|Na wyłączność|||C.o. miejskie||||Osobna|1|||Własność|Bardzo dobry||||||||||||
Gdynia 2 - pokojowe Śródmieście Władysława IV 49,4 m2|620 000 zł|Gdynia, |Śródmieście, ||49,37 m²|Wtórny|1954|24.08.2023|24.08.2023|morizon-PO01890|1 099|0|4/4|4|1||Tak|Nie||Kamienica|Cegła|Miejskie|||267 cm|Osobna|1|Tak||Własność|Dobry|3 m²|2 m²|24.08.2023|Tak||||||||
Apartament Premium, Morska Park|621 443 zł|Gdynia, |Chylonia, ||52,31 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-421279|165|0|4/17|17||1||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Apartament 2 Pokoje, Morska Park|627 092 zł|Gdynia, |Leszczynki, ||52,31 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-942543|247|0|5/17|17||1||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
mieszkanie Gdynia|710 712 zł|Gdynia, |Dąbrowa, ||61,28 m²|Pierwotny|2024|12.02.2024|13.02.2024|morizon-DJ246359|84|0|5/5|5|1|3|Tak|||Blok Mieszkalny|Konstrukcja mieszana|Co Własne||||||||||||01.12.2024|||||||||
Inwestycja Premium, Gdynia Morska Park|736 426 zł|Gdynia, |Chylonia, ||67,68 m²|Pierwotny|2024|11.07.2023|24.01.2024|morizon-964949|199|0|2/17|17||2|Tak|||||Co Miejskie|||||||||||||||||||||
mieszkanie Gdynia|755 202 zł|Gdynia, |Dąbrowa, ||80,25 m²|Pierwotny|2024|12.02.2024|12.02.2024|morizon-DJ286210|92|0|1/5|5|1||Tak|||Blok Mieszkalny|Konstrukcja mieszana|Co Własne||||||||||||01.12.2024|||||||||
Na sprzedaż przestronne mieszkanie w Gdyni Obłuże|765 000 zł|Gdynia, |Obłuże, ||111 m²|Wtórny|1997|31.10.2023|16.01.2024|morizon-FI020068|534|0|1/3|3|||Tak|Nie|Na wyłączność|||Gazowe||||Osobna|1|||Własność|Do adaptacji||||||||||||
Inwestycja 3 Pokoje, Gdynia Morska Park|827 237 zł|Gdynia, |Chylonia, ||73,65 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-361847|179|0|4/17|17||2||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
6-pokojowe na Dąbrowie|1 049 000 zł|Gdynia, |Dąbrowa, ||140 m²|Wtórny|2002|30.12.2022|27.03.2023|morizon-PH277281|1 082|0|3/3|3|||Tak|||||Co Miejskie|||||||||||||||||||||
Inwestycja z Tarasem, Gdynia Morska Park|1 539 502 zł|Gdynia, |Leszczynki, ||105,59 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-384698|425|0|10/10|10||3||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Ekskluzywny lokal|2 676 000 zł|Gdynia, |Śródmieście, ||111,50 m²|Wtórny|2012|17.08.2023|16.08.2023|morizon-NY018177|358|0|4/12|12|||Tak|Nie|Na wyłączność|||C.o. miejskie||||Osobna|1|||Własność|Wysoki standard||||||||||||
Penthouse z widokiem na morze na granicy Orłowa|3 499 000 zł|Gdynia, |Redłowo, ||109 m²|Wtórny|2021|21.03.2022|25.10.2023|morizon-EC590529|2 595|0|7/7|7||3||Tak|||||||||||||||||||||||||
LOK. MIESZKALNY GDYNIA BABIE DOŁY 84 m2 oraz 158m2|499 000 zł|Gdynia, |Babie Doły, ||84 m²|Wtórny||07.11.2022|15.01.2024|morizon-2999/8402/OMS|1 881|0|1/1|1|||Tak|||BIUROWO-HANDLOWY|PUSTAK|C.O. Z SIECI MIEJSKIEJ||DO REMONTU KAPIT.||||||WŁASNOŚĆ|||||||||||||
mieszkanie Gdynia|538 654 zł|Gdynia, |Dąbrowa, ||42,32 m²|Pierwotny|2024|12.02.2024|18.02.2024|morizon-DJ582975|100|0|3/5|5|1|2|Tak|||Blok Mieszkalny|Konstrukcja mieszana|Co Własne||||||||||||01.12.2024|||||||||
3 pokoje w dobrym miejscu|600 000 zł|Gdynia, |Karwiny, ||60 m²|Wtórny||29.03.2024|29.03.2024|morizon-1538553324|111|0|3/4|4||||||||||||||||||||Od zaraz|||||||||
Mieszkanie - Gdynia Śródmieście|799 000 zł|Gdyński, |Gdynia, ||59,20 m²|Wtórny|1936|11.11.2022|11.11.2022|morizon-IB07275|1 298|0||4|||Nie|Nie||||Gazowe||||Osobna|1|||Własność|Do zamieszkania||||||||||||
3 - pokojowe mieszkanie z tarasem 25 m2|831 667 zł|Gdynia, |Pustki Cisowskie-Demptowo||71,40 m²|Pierwotny|2023|17.05.2023|13.06.2023|morizon-PN586871|381|0|2/2|2|1|2||Tak|Na wyłączność|Blok Mieszkalny|Silikat|Co Miejskie|69,30 m²||||||||||||||||||||
Opis nieruchomości|574 751 zł|Gdynia, |Cisowa, |ZBOŻOWA|51,18 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.18|686|29|||||||||||||||||||||||||||||||
Ekskluzywny apartament na strzeżonym osiedlu|1 100 000 zł|Gdynia, |Mały Kack, ||77,90 m²|Wtórny|2009|17.03.2022|18.07.2023|morizon-ON798693|3 070|0||3|1|2||Tak||Blok Mieszkalny|Pustak|Co Miejskie|||||||||||||||||||||
Opis nieruchomości|1 399 000 zł|Gdynia (Grodzki), |Gdynia, ||56 m²|Wtórny|2020|17.01.2024|17.01.2024|morizon-4980035|72|0|6/6|6|||Tak||Na wyłączność||Gazobeton|Miejskie||Komfort||||||Własność||||||||||667|||Mieszkanie
Apartament z Tarasem, Morska Park|1 544 119 zł|Gdynia, |Chylonia, ||109,98 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-969201|233|0|8/17|17||3||Tak||Apartamentowiec||Co Miejskie||||||||||||30.12.2025|||||||||
Apartament Premium z Tarasem, Morska Park|1 626 955 zł|Gdynia, |Chylonia, ||115,88 m²|Pierwotny|2026|11.07.2023|24.01.2024|morizon-371867|382|0|8/17|17||||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Spółdzielczo-własnościowe 2 pokojowe Karwiny blisko PKM|449 000 zł|Gdynia, |Karwiny||36 m²|Wtórny|1980|07.02.2024|07.03.2024|morizon-524825|322|0|3/4|4|||||||Płyta|||Bardzo dobry||Oddzielna|1|||Spół. własnościowe|||||||||||||
Mieszkanie z potencjałem w cichej okolicy|520 000 zł|Gdynia, |Pogórze, ||63,72 m²|Wtórny|1984|12.02.2024|12.02.2024|morizon-PAN421364|117|0|3/4|4||2|Tak|Nie||Blok Mieszkalny|Wielka płyta|Co Miejskie|60 m²||||||||||||||||||||
Mieszkanie w centrum Gdyni do własnej aranżacji|540 000 zł|Gdynia, |Śródmieście||47,85 m²|Wtórny||16.11.2023|13.02.2024|morizon-285453661|507|0|3/4|4||1|Tak|||Blok Mieszkalny||Co Miejskie||||||||||||24.07.2023|||||||||
Rozkładowe z potencjałem przy centrum Gdyni|556 000 zł|Gdynia, |Działki Leśne, ||50,56 m²|Wtórny|1952|11.12.2023|16.02.2024|morizon-HEX109098|517|0|1/4|4|1|2|Tak||Na wyłączność||Cegła|Co Miejskie||||||||||||01.03.2024|||||||||
Opis nieruchomości|575 000 zł|Gdynia, |Chylonia, ||53,80 m²|Wtórny|1980|07.09.2023|06.03.2024|morizon-PH455952|579|0|1/4|4||||||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Komfortowe i nowoczesne mieszkanie 47,64|580 551 zł|Gdynia, |Grabówek||47,64 m²|Pierwotny|2023|10.10.2023|08.04.2024|morizon-117194/3877/OMS|335|0|3/3|3||||||BLOK||||DO WYKOŃCZENIA|||||||||||||||||||
Mieszkanie z pięknym widokiem na port i zatokę|615 000 zł|Gdynia, |Działki Leśne, ||50 m²|Wtórny||03.11.2023|02.11.2023|morizon-GB05841|463|0|5/5|5|||Tak|Nie||||C.o. miejskie||||Brak|1|||Własność|Bardzo dobry||||||||||||
Mieszkanie z potencjałem_2 sypialnie_blisko morza|670 000 zł|Gdynia, |Obłuże, ||60,01 m²|Wtórny||07.05.2023|09.05.2023|morizon-1/DN/S/AO|346|0|4/4|4|||Tak|||Blok||||||Osobna||||Własność|Dobry||||||||||||
Na sprzedaż apartament w centrum Gdyni parking|744 256 zł|Gdynia, |Śródmieście, ||45,73 m²|Pierwotny|2023|30.06.2023|08.11.2023|morizon-EC619573|340|0|2/17|17||1|||Na wyłączność|||||||||||||||30.06.2023|||||||||
Mieszkanie 2pokojowe 46m2 Gdynia Redłowo|860 717 zł|Gdynia, |Zwycięstwa||46,88 m²|Pierwotny||01.03.2024|01.03.2024|morizon-DJ207249|66|0|9/16|16|1|||||Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
